filepath,label,label_id,split,img_mode,md5,fg_r,fg_g,fg_b,bg_r,bg_g,bg_b,fg_brightness,bg_brightness,lum_contrast,noise_std,sharpness,area_frac,extent,bbox_aspect,circularity,solidity,eccentricity,radial_mean,radial_cv,radial_min_max,n_vertices
train/pentagon/pentagon_0478.png,pentagon,4,train,RGB,7ac9384345d598e5129f80d311898b21,225.29723,195.11697,138.4468,27.0,220.0,199.0,197.68047,159.899,37.781464,8.648284912109375,729.7528076171875,0.254638671875,0.6861842105263158,0.95,1.1664938190437388,1.0230505149583127,0.12111019007117761,0.5613845328615578,0.05015967697628607,0.8560561471456914,5
train/circle/circle_0824.png,circle,0,train,RGB,ead54188355e103c2f7251e4b75bf72c,159.92686,232.0159,239.3911,238.0,49.5,233.0,211.30205,126.7805,84.521545,5.973228931427002,580.5643920898438,0.153564453125,0.8022959183673469,1.0,1.2991859165730801,1.0500834724540904,0.10968895537782919,0.5524274605412942,0.007772421346363533,0.9691566822127378,0
train/pentagon/pentagon_0758.png,pentagon,4,train,RGB,72d52170e5cf2be37e9eaec31f156b2f,3.3505747,102.227585,69.6908,44.0,54.0,240.0,68.95417,72.214005,3.2598343,5.990161895751953,320.6203918457031,0.21240234375,0.6718146718146718,0.9459459459459459,1.1619452050686914,1.0211267605633805,0.14700831974073186,0.5609110796156385,0.04998484399357763,0.8530640513245499,5
train/pentagon/pentagon_0849.png,pentagon,4,train,RGB,a82a8e02efe96ee7c30b10f3fe03713a,182.73116,132.723,8.596742,142.0,83.0,117.0,133.52505,104.517,29.008057,2.676907539367676,73.95890808105469,0.119873046875,0.6994301994301995,0.9629629629629629,1.1902175871236813,1.0380549682875264,0.24529004670917334,0.5546181229852264,0.052140168198241625,0.840708780325486,5
train/cross/cross_0788.png,cross,5,train,RGB,9f17c1e4f1d7b6c0326e9f243369ee1d,177.86935,63.665085,144.18765,252.0,36.0,29.0,106.99174,99.785995,7.205742,2.6312992572784424,62.72800064086914,0.102783203125,0.5369897959183674,1.0,0.6531409911906861,0.823069403714565,0.18962878437260822,0.5548180793738865,0.16593954131807406,0.5608624730780318,4
train/cross/cross_0405.png,cross,5,train,RGB,135a3f185798aee88d34ed739e8090aa,32.438828,154.38524,201.4004,174.0,79.0,163.0,123.283,116.981,6.3019943,2.317967414855957,50.06618881225586,0.241455078125,0.5348837209302325,1.0,0.5673913685902416,0.7918334667734189,0.08460436650509905,0.5631984065411646,0.17533255307235368,0.5690589885423543,4
train/triangle/triangle_0050.png,triangle,2,train,RGB,faf8878afc9869d8e5939eabf31f6df9,12.861042,243.19603,27.60546,83.5,236.0,218.5,149.74855,188.4075,38.65895,8.590628623962402,699.634033203125,0.098388671875,0.5344827586206896,0.896551724137931,0.9003106413485947,1.025445292620865,0.09110832531476082,0.5440436567118688,0.1992094933202686,0.5762797666844565,3
train/star/star_0191.png,star,3,train,RGB,5b4256c2b9d019f95c265484b40527fa,53.0,92.99173,140.38676,251.0,221.0,39.0,86.43724,209.222,122.78476,10.6304292678833,1355.475341796875,0.236083984375,0.43775464010864645,1.0,0.5547699225750896,0.6634648370497426,0.10389201839587295,0.5724364979309251,0.18297812679263073,0.5724882308360731,5
train/triangle/triangle_0686.png,triangle,2,train,RGB,f773fde4dc8c4ae15ce7b575326f5a5b,21.334467,134.79932,49.017006,65.0,33.0,239.0,91.09414,66.052,25.042137,2.759448766708374,81.25669860839844,0.21533203125,0.5259391771019678,0.9069767441860465,0.8528423270132299,1.0173010380622838,0.13430179962284322,0.5575431164608184,0.2055953851591359,0.5621932652386767,3
train/pentagon/pentagon_0713.png,pentagon,4,train,RGB,9681b9203238ed7e893bb751dbb07e8a,45.738407,123.79527,94.77603,210.0,30.0,217.0,97.14807,105.13799,7.9899216,10.143548011779785,867.567138671875,0.279052734375,0.6969512195121951,0.975609756097561,1.1657626501267242,1.0169039145907472,0.09754847666527319,0.5610223591194146,0.04855703160822568,0.8632784087717691,5
train/triangle/triangle_0879.png,triangle,2,train,RGB,0009dd7f1530ef9c5e88c5d80a4424ab,207.42487,180.87564,56.12176,178.0,10.0,173.5,174.59192,78.871,95.72092,8.009176254272461,897.6141357421875,0.09423828125,0.5119363395225465,0.896551724137931,0.8857960294269092,1.0320855614973259,0.163789343760783,0.5429427762480089,0.1953804860956489,0.5759494634111125,3
train/star/star_0365.png,star,3,train,RGB,22d0a91c0753816f9e6ed58287eeef34,41.90511,102.051094,78.30657,211.0,225.0,206.0,81.360565,218.648,137.28743,5.530483245849609,1317.3348388671875,0.100341796875,0.42767950052029136,1.0,0.5845154280784332,0.684429641965029,0.23829053652386661,0.5543050181904218,0.19253746559990972,0.5454164070343743,5
train/star/star_0693.png,star,3,train,RGB,30a1833d16924b2341b8ceb496e27fc1,38.65144,147.07614,124.47039,242.0,0.0,199.0,112.08009,95.04401,17.036087,3.351674795150757,88.66587829589844,0.144287109375,0.4436936936936937,0.972972972972973,0.5816215077990202,0.684027777777778,0.0888499984174517,0.5655493367504193,0.1830876786268994,0.5913638985257642,5
train/circle/circle_0895.png,circle,0,train,RGB,628468cad30b114c9106490ade8f4f1a,126.003426,98.34675,15.666952,41.0,144.0,209.0,97.1906,120.61301,23.42241,8.809645652770996,693.2826538085938,0.28515625,0.7881241565452092,0.9743589743589743,1.3062941329272166,1.0327144120247571,0.12658267099966786,0.5578255648435463,0.005649397923417679,0.9773503966837755,0
train/square/square_0185.png,square,1,train,RGB,2af37bec3b62aa6ffd7499bd07b54ae6,92.04472,210.21408,206.46262,62.0,69.0,93.0,174.45378,69.643,104.81078,7.179107666015625,851.5626220703125,0.3330078125,0.7376960519199567,1.0,0.9000488089679168,1.0099962976675303,0.09885657350219705,0.5638559118963972,0.09032861030753128,0.7683508664462648,4
train/triangle/triangle_0123.png,triangle,2,train,RGB,1cefb26c3fd3297d8135d7e269d0d253,222.52812,154.86874,91.99687,168.5,242.0,28.0,167.93149,195.6275,27.696014,4.673330783843994,199.42294311523438,0.078125,0.512,1.0,0.9231493564265407,1.0355987055016183,0.19580318502970956,0.5372102376210744,0.20564307274437105,0.5697984384920117,3
train/star/star_0258.png,star,3,train,RGB,1bb0a22c49561587e631cd2a7e38655d,144.3743,29.56797,165.70764,18.5,95.0,127.0,79.414986,75.7745,3.6404877,11.423866271972656,1178.5203857421875,0.131103515625,0.4512605042016807,0.9714285714285714,0.6239035706277969,0.7179144385026739,0.11137494526158435,0.5608438049595255,0.17378243659151812,0.5948980966881986,5
train/triangle/triangle_0105.png,triangle,2,train,RGB,df0ee61c33edd27ad94e74cff3048754,41.438244,173.12946,99.11758,167.0,211.0,71.0,125.31644,181.884,56.567566,6.944469451904297,469.32366943359375,0.20556640625,0.5008923259964307,1.0,0.8587682864450583,1.014457831325301,0.1503220424420462,0.558222803209206,0.19700718679206183,0.5789373404356007,3
train/cross/cross_0411.png,cross,5,train,RGB,fd9030f43872a65425b0ca9dc676826f,225.53311,179.4588,198.38045,28.0,75.0,103.0,195.39209,64.139,131.25308,8.370368957519531,1249.8450927734375,0.30224609375,0.5263605442176871,0.9795918367346939,0.5855382897578407,0.790044671346522,0.0881557246622956,0.5651016496421379,0.16232132115862177,0.6295023340422762,4
train/triangle/triangle_0677.png,triangle,2,train,RGB,8b89232d8d880a41b82b0ae4f13e57a0,158.79778,166.73248,234.19905,100.0,29.0,92.0,172.05121,57.411,114.64021,10.169461250305176,1054.285400390625,0.1533203125,0.5126530612244898,1.0,0.912438518420239,1.0278232405891978,0.14815990829860703,0.555259213675321,0.19415977069018334,0.5734315492757079,3
train/pentagon/pentagon_0412.png,pentagon,4,train,RGB,771556db1446f3e1cd6842c9309df969,112.11288,12.526119,46.141792,137.0,34.0,234.0,46.13475,87.597,41.46225,11.292284965515137,1182.29931640625,0.26171875,0.7052631578947368,0.95,1.1549339247763954,1.0233890214797137,0.15123102510899347,0.5625686091445506,0.05084702388129091,0.8502456334527942,5
train/triangle/triangle_0836.png,triangle,2,train,RGB,0c881b246ed0ecc52093f9a34676d837,158.06494,36.68052,75.88571,19.0,202.0,79.0,77.443855,133.261,55.817146,4.79677152633667,313.635009765625,0.093994140625,0.55,0.8928571428571429,0.9332663361356768,1.0490463215258856,0.1734206771849819,0.5444906080380935,0.20030208462558713,0.5607136290042792,3
train/square/square_0565.png,square,1,train,RGB,b13045992ccccce6b69b5cec6f2b45df,144.2973,183.78378,62.972973,81.0,84.0,141.0,158.2049,89.601,68.6039,3.3416225910186768,218.4879608154297,0.1083984375,0.9173553719008265,1.0,0.9659744724332594,1.0596658711217182,0.19221511339124983,0.5474442674586948,0.08622970447164924,0.7517051515021188,4
train/cross/cross_0022.png,cross,5,train,RGB,ef259f693ba92b2ccbf2128a4bc88c6a,226.5309,173.36678,59.29078,133.0,166.0,151.0,176.25818,154.423,21.835175,4.2981486320495605,164.2490234375,0.240966796875,0.573170731707317,0.9761904761904762,0.7118346990571506,0.7899159663865546,0.16943680404708142,0.5650895267402769,0.17125184145027747,0.5773557924584105,4
train/cross/cross_0336.png,cross,5,train,RGB,107ca91cbd79d9cfb045ab40eda74b2a,161.95078,184.40625,123.42422,96.0,134.0,242.0,170.74011,134.95,35.790115,6.460916042327881,510.8297119140625,0.3125,0.5794477138976912,1.0,0.7650394476280131,0.763951059385258,0.16068425430921923,0.5690394323165093,0.17602016438287243,0.5592472838855581,4
train/triangle/triangle_0021.png,triangle,2,train,RGB,9ddd4848b5b87dd2271a47e067bd8dec,244.11584,143.22998,13.654174,189.0,165.0,214.0,158.62323,177.762,19.138763,5.204473495483398,249.0779571533203,0.143310546875,0.5082251082251082,0.9428571428571428,0.890769176503797,1.0217580504786772,0.13203138196966338,0.5541180970252166,0.20353678893582539,0.5622270984826542,3
train/square/square_0155.png,square,1,train,RGB,9b420b5a11d0e8b60aa5d5b8a3197770,228.15384,245.79488,181.5577,192.0,108.0,164.0,233.19717,139.5,93.697174,11.837450981140137,1352.02783203125,0.3046875,0.6162962962962963,1.0,1.0199551591258602,1.0117551682205108,0.09474968326969559,0.5643991591876516,0.0894281221785299,0.7714517120792261,4
train/pentagon/pentagon_0836.png,pentagon,4,train,RGB,1a5ea6bc69b29ba9f1bf3ab0e0a8e17e,109.64411,163.49527,239.9364,177.0,27.0,208.0,156.10806,92.484,63.62406,10.267481803894043,961.818115234375,0.180419921875,0.6998106060606061,0.9696969696969697,1.1723958949640518,1.0256766134628732,0.13585457438512547,0.5565170909347521,0.04785814604363972,0.8636024183737289,5
train/star/star_0279.png,star,3,train,RGB,c6e727f9848e6291fcd4af3707e31a8f,55.97377,140.7071,226.51147,228.0,58.0,7.0,125.15355,103.016,22.13755,7.6824870109558105,605.0285034179688,0.223388671875,0.4326241134751773,0.9574468085106383,0.554505647769005,0.6604114038253338,0.1985518930439825,0.5704455518498708,0.18179938802931844,0.5993978606151833,5
train/star/star_0153.png,star,3,train,RGB,7b95453dfa279eeca0fee142d9721330,137.89377,18.117783,166.43417,40.0,107.0,196.0,70.83887,97.11301,26.27414,6.864513874053955,436.7973937988281,0.105712890625,0.46559139784946235,0.967741935483871,0.65707504842614,0.7389078498293514,0.24058756880755353,0.5531159867231268,0.17708131502964045,0.573274842644048,5
train/square/square_0481.png,square,1,train,RGB,85225058d623244f41bced3172c5227a,91.95772,38.66636,95.77022,53.0,235.0,129.0,61.110317,168.498,107.38768,2.972921371459961,327.82220458984375,0.265625,0.7534626038781164,1.0,0.9185844684508103,1.0168224299065423,0.12196163217851523,0.5612696311013226,0.09080158548396264,0.7585554672602239,4
train/pentagon/pentagon_0389.png,pentagon,4,train,RGB,388b58b82b644067dc4052d9fafd6207,157.09068,172.39546,96.647354,23.0,198.5,143.0,159.18404,139.6985,19.485535,5.5794501304626465,271.03570556640625,0.096923828125,0.7192028985507246,0.9583333333333334,1.2569536744518353,1.0502645502645507,0.1181196613452114,0.549080890353804,0.04175101140513184,0.8728413829473066,5
train/square/square_0709.png,square,1,train,RGB,a0e3efb537ca61e90220b3b1a82616c6,87.32185,55.446716,119.2282,112.5,222.5,167.0,72.248474,183.28299,111.034515,5.446247100830078,550.98876953125,0.226806640625,0.5664634146341463,0.975609756097561,1.144413126236499,1.0175246440306682,0.10965713483205,0.5614359249039877,0.08848582893904404,0.7746419950711021,4
train/triangle/triangle_0131.png,triangle,2,train,RGB,358d81714bff75f96c80fde8c342906e,134.95009,129.09625,165.81818,88.0,159.5,43.0,135.03285,124.84051,10.192345,10.501141548156738,958.822021484375,0.136962890625,0.515625,0.9411764705882353,0.8900055440796119,1.0126353790613716,0.13015686390354098,0.5522665873312168,0.2017785933072422,0.5705962108828058,3
train/star/star_0012.png,star,3,train,RGB,ead6738b651e2e71bfcde35ad730bba6,117.66793,107.589355,52.29531,39.0,215.0,144.0,104.299324,154.282,49.982674,5.1878132820129395,411.3564453125,0.192626953125,0.44753261486103235,0.9534883720930233,0.5958095315623335,0.6948480845442536,0.07786756220782569,0.5680609503988872,0.17774082522063528,0.5896839430064429,5
train/square/square_0881.png,square,1,train,RGB,63d01fabaf2dcb27c628f3431abc4bd8,234.35954,184.95876,246.78221,37.0,108.0,223.0,206.77747,99.881,106.89647,11.716776847839355,1722.0455322265625,0.189453125,0.5668371073776479,1.0,1.0581058590214474,1.0244224422442247,0.14375041138090938,0.561043467633384,0.09291650125777712,0.7696347237186841,4
train/cross/cross_0670.png,cross,5,train,RGB,0d10c3a0480d96c7044d83923e267066,188.98232,127.48385,36.501537,224.0,175.0,228.0,135.49991,195.693,60.193085,10.241201400756836,1160.87451171875,0.3173828125,0.52,1.0,0.5928393743165311,0.7798440311937614,0.13182520714963988,0.5668861933838867,0.16834554526693424,0.6018835912614903,4
train/circle/circle_0523.png,circle,0,train,RGB,1a84e7a153784ea3dd9493b215e00440,49.473392,125.258316,82.14413,242.0,78.0,189.0,97.68361,139.69,42.006393,2.5679268836975098,142.55044555664062,0.22021484375,0.7802768166089965,1.0,1.3105406745462669,1.03737780333525,0.11428668485119328,0.5558590820389268,0.005099508322472996,0.9820276528269092,0
train/cross/cross_0869.png,cross,5,train,RGB,10dd1183caecda631e4e135106181393,209.73846,22.958975,146.21025,181.0,196.0,99.0,92.85669,180.457,87.60031,2.8750808238983154,359.9355163574219,0.09521484375,0.5349794238683128,1.0,0.6626398782584388,0.8333333333333335,0.21261403238079332,0.5451205887236985,0.17573328844949287,0.5718059935054696,4
